ko	name	description	module_id	module	pathway_id	pathway	class
K01086	GME	GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K04041	GME	GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K03841	VTC2_5	GDP-L-galactose phosphorylase [EC:2.7.7.69]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K02446	VTC2_5	GDP-L-galactose phosphorylase [EC:2.7.7.69]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K11532	VTC2_5	GDP-L-galactose phosphorylase [EC:2.7.7.69]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K01086	VTC2_5	GDP-L-galactose phosphorylase [EC:2.7.7.69]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K04041	VTC2_5	GDP-L-galactose phosphorylase [EC:2.7.7.69]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K10047	VTC4	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K18649	VTC4	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K10047	GalDH	L-galactose dehydrogenase [EC:1.1.1.316]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K18649	GalDH	L-galactose dehydrogenase [EC:1.1.1.316]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K10047	GLDH	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K18649	GLDH	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K00163	aceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K00161	aceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K00162	aceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K00627	aceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K00382	aceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K13997	aceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K00169	porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K00170	porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K00171	porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K00172	porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K00189	porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K03737	porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010]	ko00010	Glycolysis / Gluconeogenesis	Metabolism; Carbohydrate metabolism
K01596	E4.1.1.32, pckA, PCK	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01610	E4.1.1.32, pckA, PCK	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01596	ENO, eno	enolase [EC:4.2.1.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01610	ENO, eno	enolase [EC:4.2.1.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01834	PGAM, gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K15633	PGAM, gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K15634	PGAM, gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K15635	PGAM, gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01834	PGK, pgk	phosphoglycerate kinase [EC:2.7.2.3]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K15633	PGK, pgk	phosphoglycerate kinase [EC:2.7.2.3]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K15634	PGK, pgk	phosphoglycerate kinase [EC:2.7.2.3]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K15635	PGK, pgk	phosphoglycerate kinase [EC:2.7.2.3]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00134	GAPDH, gapA	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00150	GAPDH, gapA	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00134	TPI, tpiA	triosephosphate isomerase (TIM) [EC:5.3.1.1]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00150	TPI, tpiA	triosephosphate isomerase (TIM) [EC:5.3.1.1]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01623	ALDO	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01624	ALDO	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K11645	ALDO	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K03841	FBP, fbp	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K02446	FBP, fbp	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K11532	FBP, fbp	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01086	FBP, fbp	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K04041	FBP, fbp	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K03841	K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K02446	K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K11532	K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01086	K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K04041	K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	M00003	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K03841	CS, gltA	citrate synthase [EC:2.3.3.1]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K02446	CS, gltA	citrate synthase [EC:2.3.3.1]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K11532	CS, gltA	citrate synthase [EC:2.3.3.1]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01086	CS, gltA	citrate synthase [EC:2.3.3.1]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K04041	CS, gltA	citrate synthase [EC:2.3.3.1]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K03841	E2.3.3.3	citrate (Re)-synthase [EC:2.3.3.3]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K02446	E2.3.3.3	citrate (Re)-synthase [EC:2.3.3.3]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K11532	E2.3.3.3	citrate (Re)-synthase [EC:2.3.3.3]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01086	E2.3.3.3	citrate (Re)-synthase [EC:2.3.3.3]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K04041	E2.3.3.3	citrate (Re)-synthase [EC:2.3.3.3]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01681	ACO, acnA	aconitate hydratase [EC:4.2.1.3]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01682	ACO, acnA	aconitate hydratase [EC:4.2.1.3]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00031	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00030	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00164	OGDH, sucA	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00658	OGDH, sucA	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00382	OGDH, sucA	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00164	korA, oorA, oforA	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00658	korA, oorA, oforA	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00382	korA, oorA, oforA	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00164	korB, oorB, oforB	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00658	korB, oorB, oforB	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00382	korB, oorB, oforB	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00164	korC, oorC	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00658	korC, oorC	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00382	korC, oorC	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00164	korD, oorD	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00658	korD, oorD	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00382	korD, oorD	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01902	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01903	sucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01899	LSC1	succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01900	LSC1	succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01899	aarC, cat1	succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01900	aarC, cat1	succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00234	SDHA, SDH1	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00235	SDHA, SDH1	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00236	SDHA, SDH1	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00237	SDHA, SDH1	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00239	sdhA, frdA	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00240	sdhA, frdA	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00241	sdhA, frdA	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00242	sdhA, frdA	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K18859	sdhA, frdA	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K18860	sdhA, frdA	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	ko00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
