ko	ko name	ko des	module	module name	map	map name	map class
K05942	E2.3.3.3	citrate (Re)-synthase [EC:2.3.3.3] [RN:R00351]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01681	ACO, acnA	aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900 R01324]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01682	acnB	aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900 R01324]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00031	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00030	IDH3	isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00164	OGDH, sucA	2-oxoglutarate dehydrogenase complex [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00658	DLST, sucB	2-oxoglutarate dehydrogenase complex [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00382	DLD, lpd, pdhD	2-oxoglutarate dehydrogenase complex [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00174	korA, oorA, oforA	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] [RN:R01197]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00175	korB, oorB, oforB	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11] [RN:R01197]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00177	korC, oorC	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3] [RN:R01197]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00176	korD, oorD	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3] [RN:R01197]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01902	sucD	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01903	sucC	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01899	LSC1	succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01900	LSC2	succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K18118	aarC, cat1	succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18] [RN:R10343]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00234	SDHA, SDH1	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00235	SDHB, SDH2	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00236	SDHC, SDH3	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00237	SDHD, SDH4	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00239	sdhA, frdA	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00240	sdhB, frdB	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00241	sdhC, frdC	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00242	sdhD, frdD	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K18859	sdhD, frdD	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K18860	sdhD, frdD	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00244	frdA	fumarate reductase [EC:1.3.5.4] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00245	frdB	fumarate reductase [EC:1.3.5.4] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00246	frdC	fumarate reductase [EC:1.3.5.4] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00247	frdD	fumarate reductase [EC:1.3.5.4] [RN:R02164]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01676	E4.2.1.2A, fumA, fumB	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01679	E4.2.1.2B, fumC, FH	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01677	E4.2.1.2AA, fumA	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01678	E4.2.1.2AB, fumB	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00026	MDH2	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00025	MDH1	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00024	mdh	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00116	mqo	malate dehydrogenase (quinone) [EC:1.1.5.4] [RN:R00361]	M00009	Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01647	CS, gltA	citrate synthase [EC:2.3.3.1] [RN:R00351]	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K05942	E2.3.3.3	citrate (Re)-synthase [EC:2.3.3.3] [RN:R00351]	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01681	ACO, acnA	aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900 R01324]	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01682	acnB	aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900 R01324]	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00031	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00030	IDH3	isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00164	OGDH, sucA	2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00658	DLST, sucB	2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00382	DLD, lpd, pdhD	2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00174	korA, oorA, oforA	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] [RN:R01197]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00175	korB, oorB, oforB	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11] [RN:R01197]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00177	korC, oorC	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3] [RN:R01197]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00176	korD, oorD	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3] [RN:R01197]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01902	sucD	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01903	sucC	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01899	LSC1	succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01900	LSC2	succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K18118	aarC, cat1	succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18] [RN:R10343]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00234	SDHA, SDH1	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00235	SDHB, SDH2	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00236	SDHC, SDH3	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00237	SDHD, SDH4	succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00239	sdhA, frdA	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00240	sdhB, frdB	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00241	sdhC, frdC	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00242	sdhD, frdD	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K18859	sdhD, frdD	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K18860	sdhD, frdD	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00244	frdA	fumarate reductase [EC:1.3.5.4] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00245	frdB	fumarate reductase [EC:1.3.5.4] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00246	frdC	fumarate reductase [EC:1.3.5.4] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00247	frdD	fumarate reductase [EC:1.3.5.4] [RN:R02164]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01676	E4.2.1.2A, fumA, fumB	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01679	E4.2.1.2B, fumC, FH	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01677+K01678	E4.2.1.2AA, fumA	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K01677+K01678	E4.2.1.2AB, fumB	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00026	MDH2	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00025	MDH1	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00024	mdh	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00116	mqo	malate dehydrogenase (quinone) [EC:1.1.5.4] [RN:R00361]	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00163	aceE	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00161	PDHA, pdhA	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00162	PDHB, pdhB	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00627	DLAT, aceF, pdhC	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00382	DLD, lpd, pdhD	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K13997	PDHX	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00169	porA	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00170	porB	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
K00171	porD	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00020]	path:map00020	Citrate cycle (TCA cycle)	Metabolism; Carbohydrate metabolism
